1,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1,-1,0.0,0.0,-1,0.0
1,-1,-1,-1,-1,-1,-1,-1,0.0,-1,-1,0.0,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0
1,-1,-1,-1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,0.0,-1,-1,-1,0.0,0.0,0.0,0.0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7142857142857143,-1,-1,-1,0.7419354838709677,0.8333333333333334,-1,0.5
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8947368421052632,-1,-1,0.8225806451612904,0.8333333333333334,-1,0.25
0,-1,0.6666666666666666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8241758241758241,0.6923076923076923,-1,0.25
0,-1,0.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.875,0.8421052631578947,-1,-1,0.8378378378378378,0.6923076923076923,-1,1.0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7777777777777778,0.8333333333333334,-1,0.0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8518518518518519,0.8333333333333334,-1,0.25
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7142857142857143,-1,-1,-1,0.7419354838709677,0.8333333333333334,-1,0.5
1,-1,0.0,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,0.0,0.0,0.0,-1,0.0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7142857142857143,-1,-1,-1,0.7419354838709677,0.8333333333333334,-1,0.5
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8947368421052632,-1,-1,0.8225806451612904,0.8333333333333334,-1,0.25
0,-1,0.6666666666666666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8241758241758241,0.6923076923076923,-1,0.25
0,-1,0.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.875,0.8421052631578947,-1,-1,0.8378378378378378,0.6923076923076923,-1,1.0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7777777777777778,0.8333333333333334,-1,0.0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8518518518518519,0.8333333333333334,-1,0.25
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7142857142857143,-1,-1,-1,0.7419354838709677,0.8333333333333334,-1,0.5
0,-1,-1,-1,-1,-1,-1,-1,0.8260869565217391,-1,-1,-1,-1,-1,-1,-1,-1,0.8709677419354839,0.0,-1,0.5
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7362637362637363,0.8461538461538461,-1,0.5
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,-1,-1,-1,0.7741935483870968,0.8461538461538461,-1,1.0
0,-1,-1,-1,-1,-1,-1,-1,0.7934782608695652,-1,-1,1.0,-1,-1,-1,-1,-1,0.7222222222222222,0.0,1.0,0.5
0,-1,-1,-1,-1,-1,-1,-1,0.7934782608695652,0.75,-1,1.0,-1,-1,-1,-1,-1,0.7654320987654321,0.0,1.0,0.5
1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,-1,-1,0.0,0.0,0.0,0.0
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7142857142857143,-1,-1,-1,0.7419354838709677,0.8333333333333334,-1,0.5
1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,-1,-1,0.0,0.0,0.0,0.0
0,-1,-1,-1,-1,-1,-1,-1,0.8260869565217391,-1,-1,-1,-1,-1,-1,-1,-1,0.8709677419354839,0.0,-1,0.5
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7362637362637363,0.8461538461538461,-1,0.5
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,-1,-1,-1,0.7741935483870968,0.8461538461538461,-1,1.0
0,-1,-1,-1,-1,-1,-1,-1,0.7934782608695652,-1,-1,1.0,-1,-1,-1,-1,-1,0.7222222222222222,0.0,1.0,0.5
